name,sequence,period,year,month,hometype,price
Capitol Hill,1,1996-04,1996,4,1,336000
Capitol Hill,2,1996-05,1996,5,1,335200
Capitol Hill,3,1996-06,1996,6,1,335000
Capitol Hill,4,1996-07,1996,7,1,333300
Capitol Hill,5,1996-08,1996,8,1,332600
Capitol Hill,6,1996-09,1996,9,1,333500
Capitol Hill,7,1996-10,1996,10,1,336300
Capitol Hill,8,1996-11,1996,11,1,337600
Capitol Hill,9,1996-12,1996,12,1,338300
Capitol Hill,10,1997-01,1997,1,1,340500
Capitol Hill,11,1997-02,1997,2,1,343800
Capitol Hill,12,1997-03,1997,3,1,347500
Capitol Hill,13,1997-04,1997,4,1,352200
Capitol Hill,14,1997-05,1997,5,1,357500
Capitol Hill,15,1997-06,1997,6,1,363300
Capitol Hill,16,1997-07,1997,7,1,371600
Capitol Hill,17,1997-08,1997,8,1,378900
Capitol Hill,18,1997-09,1997,9,1,384000
Capitol Hill,19,1997-10,1997,10,1,390700
Capitol Hill,20,1997-11,1997,11,1,400900
Capitol Hill,21,1997-12,1997,12,1,409100
Capitol Hill,22,1998-01,1998,1,1,413800
Capitol Hill,23,1998-02,1998,2,1,417800
Capitol Hill,24,1998-03,1998,3,1,422500
Capitol Hill,25,1998-04,1998,4,1,425000
Capitol Hill,26,1998-05,1998,5,1,425800
Capitol Hill,27,1998-06,1998,6,1,427000
Capitol Hill,28,1998-07,1998,7,1,431000
Capitol Hill,29,1998-08,1998,8,1,435800
Capitol Hill,30,1998-09,1998,9,1,442200
Capitol Hill,31,1998-10,1998,10,1,447000
Capitol Hill,32,1998-11,1998,11,1,449700
Capitol Hill,33,1998-12,1998,12,1,452200
Capitol Hill,34,1999-01,1999,1,1,456200
Capitol Hill,35,1999-02,1999,2,1,459700
Capitol Hill,36,1999-03,1999,3,1,463500
Capitol Hill,37,1999-04,1999,4,1,468300
Capitol Hill,38,1999-05,1999,5,1,472500
Capitol Hill,39,1999-06,1999,6,1,477100
Capitol Hill,40,1999-07,1999,7,1,480800
Capitol Hill,41,1999-08,1999,8,1,487500
Capitol Hill,42,1999-09,1999,9,1,497800
Capitol Hill,43,1999-10,1999,10,1,509200
Capitol Hill,44,1999-11,1999,11,1,519400
Capitol Hill,45,1999-12,1999,12,1,530800
Capitol Hill,46,2000-01,2000,1,1,540800
Capitol Hill,47,2000-02,2000,2,1,549100
Capitol Hill,48,2000-03,2000,3,1,557100
Capitol Hill,49,2000-04,2000,4,1,566300
Capitol Hill,50,2000-05,2000,5,1,576900
Capitol Hill,51,2000-06,2000,6,1,584900
Capitol Hill,52,2000-07,2000,7,1,589100
Capitol Hill,53,2000-08,2000,8,1,591400
Capitol Hill,54,2000-09,2000,9,1,592900
Capitol Hill,55,2000-10,2000,10,1,592100
Capitol Hill,56,2000-11,2000,11,1,592100
Capitol Hill,57,2000-12,2000,12,1,594200
Capitol Hill,58,2001-01,2001,1,1,599400
Capitol Hill,59,2001-02,2001,2,1,607700
Capitol Hill,60,2001-03,2001,3,1,614900
Capitol Hill,61,2001-04,2001,4,1,613100
Capitol Hill,62,2001-05,2001,5,1,605500
Capitol Hill,63,2001-06,2001,6,1,600200
Capitol Hill,64,2001-07,2001,7,1,599800
Capitol Hill,65,2001-08,2001,8,1,601200
Capitol Hill,66,2001-09,2001,9,1,604000
Capitol Hill,67,2001-10,2001,10,1,610600
Capitol Hill,68,2001-11,2001,11,1,616800
Capitol Hill,69,2001-12,2001,12,1,616800
Capitol Hill,70,2002-01,2002,1,1,615600
Capitol Hill,71,2002-02,2002,2,1,614000
Capitol Hill,72,2002-03,2002,3,1,612300
Capitol Hill,73,2002-04,2002,4,1,616400
Capitol Hill,74,2002-05,2002,5,1,628500
Capitol Hill,75,2002-06,2002,6,1,639200
Capitol Hill,76,2002-07,2002,7,1,643800
Capitol Hill,77,2002-08,2002,8,1,645600
Capitol Hill,78,2002-09,2002,9,1,647400
Capitol Hill,79,2002-10,2002,10,1,646000
Capitol Hill,80,2002-11,2002,11,1,642700
Capitol Hill,81,2002-12,2002,12,1,638800
Capitol Hill,82,2003-01,2003,1,1,638400
Capitol Hill,83,2003-02,2003,2,1,642800
Capitol Hill,84,2003-03,2003,3,1,649900
Capitol Hill,85,2003-04,2003,4,1,654400
Capitol Hill,86,2003-05,2003,5,1,658300
Capitol Hill,87,2003-06,2003,6,1,660200
Capitol Hill,88,2003-07,2003,7,1,662000
Capitol Hill,89,2003-08,2003,8,1,664400
Capitol Hill,90,2003-09,2003,9,1,666500
Capitol Hill,91,2003-10,2003,10,1,666000
Capitol Hill,92,2003-11,2003,11,1,667600
Capitol Hill,93,2003-12,2003,12,1,673700
Capitol Hill,94,2004-01,2004,1,1,679700
Capitol Hill,95,2004-02,2004,2,1,682100
Capitol Hill,96,2004-03,2004,3,1,684200
Capitol Hill,97,2004-04,2004,4,1,689000
Capitol Hill,98,2004-05,2004,5,1,693600
Capitol Hill,99,2004-06,2004,6,1,698100
Capitol Hill,100,2004-07,2004,7,1,702300
Capitol Hill,101,2004-08,2004,8,1,706600
Capitol Hill,102,2004-09,2004,9,1,709900
Capitol Hill,103,2004-10,2004,10,1,715600
Capitol Hill,104,2004-11,2004,11,1,724700
Capitol Hill,105,2004-12,2004,12,1,734900
Capitol Hill,106,2005-01,2005,1,1,740400
Capitol Hill,107,2005-02,2005,2,1,742300
Capitol Hill,108,2005-03,2005,3,1,746200
Capitol Hill,109,2005-04,2005,4,1,755400
Capitol Hill,110,2005-05,2005,5,1,768400
Capitol Hill,111,2005-06,2005,6,1,786900
Capitol Hill,112,2005-07,2005,7,1,807000
Capitol Hill,113,2005-08,2005,8,1,820100
Capitol Hill,114,2005-09,2005,9,1,826700
Capitol Hill,115,2005-10,2005,10,1,833200
Capitol Hill,116,2005-11,2005,11,1,839600
Capitol Hill,117,2005-12,2005,12,1,848400
Capitol Hill,118,2006-01,2006,1,1,860700
Capitol Hill,119,2006-02,2006,2,1,871900
Capitol Hill,120,2006-03,2006,3,1,882500
Capitol Hill,121,2006-04,2006,4,1,891400
Capitol Hill,122,2006-05,2006,5,1,892000
Capitol Hill,123,2006-06,2006,6,1,889600
Capitol Hill,124,2006-07,2006,7,1,895100
Capitol Hill,125,2006-08,2006,8,1,908800
Capitol Hill,126,2006-09,2006,9,1,923800
Capitol Hill,127,2006-10,2006,10,1,936300
Capitol Hill,128,2006-11,2006,11,1,945200
Capitol Hill,129,2006-12,2006,12,1,952300
Capitol Hill,130,2007-01,2007,1,1,958700
Capitol Hill,131,2007-02,2007,2,1,967900
Capitol Hill,132,2007-03,2007,3,1,975700
Capitol Hill,133,2007-04,2007,4,1,975900
Capitol Hill,134,2007-05,2007,5,1,974300
Capitol Hill,135,2007-06,2007,6,1,977000
Capitol Hill,136,2007-07,2007,7,1,979600
Capitol Hill,137,2007-08,2007,8,1,980100
Capitol Hill,138,2007-09,2007,9,1,976700
Capitol Hill,139,2007-10,2007,10,1,974300
Capitol Hill,140,2007-11,2007,11,1,974700
Capitol Hill,141,2007-12,2007,12,1,975500
Capitol Hill,142,2008-01,2008,1,1,975100
Capitol Hill,143,2008-02,2008,2,1,973800
Capitol Hill,144,2008-03,2008,3,1,967500
Capitol Hill,145,2008-04,2008,4,1,965300
Capitol Hill,146,2008-05,2008,5,1,967100
Capitol Hill,147,2008-06,2008,6,1,960300
Capitol Hill,148,2008-07,2008,7,1,945300
Capitol Hill,149,2008-08,2008,8,1,934900
Capitol Hill,150,2008-09,2008,9,1,930000
Capitol Hill,151,2008-10,2008,10,1,919300
Capitol Hill,152,2008-11,2008,11,1,904600
Capitol Hill,153,2008-12,2008,12,1,891200
Capitol Hill,154,2009-01,2009,1,1,880900
Capitol Hill,155,2009-02,2009,2,1,869300
Capitol Hill,156,2009-03,2009,3,1,859600
Capitol Hill,157,2009-04,2009,4,1,848300
Capitol Hill,158,2009-05,2009,5,1,840600
Capitol Hill,159,2009-06,2009,6,1,834500
Capitol Hill,160,2009-07,2009,7,1,829800
Capitol Hill,161,2009-08,2009,8,1,822600
Capitol Hill,162,2009-09,2009,9,1,817500
Capitol Hill,163,2009-10,2009,10,1,815700
Capitol Hill,164,2009-11,2009,11,1,816800
Capitol Hill,165,2009-12,2009,12,1,817100
Capitol Hill,166,2010-01,2010,1,1,817300
Capitol Hill,167,2010-02,2010,2,1,815100
Capitol Hill,168,2010-03,2010,3,1,809200
Capitol Hill,169,2010-04,2010,4,1,804600
Capitol Hill,170,2010-05,2010,5,1,800800
Capitol Hill,171,2010-06,2010,6,1,800500
Capitol Hill,172,2010-07,2010,7,1,799700
Capitol Hill,173,2010-08,2010,8,1,797200
Capitol Hill,174,2010-09,2010,9,1,793900
Capitol Hill,175,2010-10,2010,10,1,795700
Capitol Hill,176,2010-11,2010,11,1,795800
Capitol Hill,177,2010-12,2010,12,1,794900
Capitol Hill,178,2011-01,2011,1,1,794300
Capitol Hill,179,2011-02,2011,2,1,795200
Capitol Hill,180,2011-03,2011,3,1,795500
Capitol Hill,181,2011-04,2011,4,1,793000
Capitol Hill,182,2011-05,2011,5,1,787200
Capitol Hill,183,2011-06,2011,6,1,782100
Capitol Hill,184,2011-07,2011,7,1,780300
Capitol Hill,185,2011-08,2011,8,1,776700
Capitol Hill,186,2011-09,2011,9,1,771900
Capitol Hill,187,2011-10,2011,10,1,768100
Capitol Hill,188,2011-11,2011,11,1,768100
Capitol Hill,189,2011-12,2011,12,1,768300
Capitol Hill,190,2012-01,2012,1,1,770100
Capitol Hill,191,2012-02,2012,2,1,773600
Capitol Hill,192,2012-03,2012,3,1,780300
Capitol Hill,193,2012-04,2012,4,1,787600
Capitol Hill,194,2012-05,2012,5,1,794400
Capitol Hill,195,2012-06,2012,6,1,798600
Capitol Hill,196,2012-07,2012,7,1,804100
Capitol Hill,197,2012-08,2012,8,1,814500
Capitol Hill,198,2012-09,2012,9,1,825000
Capitol Hill,199,2012-10,2012,10,1,838600
Capitol Hill,200,2012-11,2012,11,1,854600
Capitol Hill,201,2012-12,2012,12,1,863800
Capitol Hill,202,2013-01,2013,1,1,862500
Capitol Hill,203,2013-02,2013,2,1,863900
Capitol Hill,204,2013-03,2013,3,1,868200
Capitol Hill,205,2013-04,2013,4,1,875500
Capitol Hill,206,2013-05,2013,5,1,886300
Capitol Hill,207,2013-06,2013,6,1,895600
Capitol Hill,208,2013-07,2013,7,1,900600
Capitol Hill,209,2013-08,2013,8,1,909300
Capitol Hill,210,2013-09,2013,9,1,921200
Capitol Hill,211,2013-10,2013,10,1,924500
Capitol Hill,212,2013-11,2013,11,1,917800
Capitol Hill,213,2013-12,2013,12,1,912100
Capitol Hill,214,2014-01,2014,1,1,911700
Capitol Hill,215,2014-02,2014,2,1,915100
Capitol Hill,216,2014-03,2014,3,1,922400
Capitol Hill,217,2014-04,2014,4,1,928800
Capitol Hill,218,2014-05,2014,5,1,931000
Capitol Hill,219,2014-06,2014,6,1,936600
Capitol Hill,220,2014-07,2014,7,1,945900
Capitol Hill,221,2014-08,2014,8,1,953700
Capitol Hill,222,2014-09,2014,9,1,962500
Capitol Hill,223,2014-10,2014,10,1,967100
Capitol Hill,224,2014-11,2014,11,1,966600
Capitol Hill,225,2014-12,2014,12,1,974100
Capitol Hill,226,2015-01,2015,1,1,991800
Capitol Hill,227,2015-02,2015,2,1,1006700
Capitol Hill,228,2015-03,2015,3,1,1022700
Capitol Hill,229,2015-04,2015,4,1,1051800
Capitol Hill,230,2015-05,2015,5,1,1088800
Capitol Hill,231,2015-06,2015,6,1,1117300
Capitol Hill,232,2015-07,2015,7,1,1135600
Capitol Hill,233,2015-08,2015,8,1,1146300
Capitol Hill,234,2015-09,2015,9,1,1153600
Capitol Hill,235,2015-10,2015,10,1,1167200
Capitol Hill,236,2015-11,2015,11,1,1190300
Capitol Hill,237,2015-12,2015,12,1,1212400
Capitol Hill,238,2016-01,2016,1,1,1229200
Capitol Hill,239,2016-02,2016,2,1,1245800
Capitol Hill,240,2016-03,2016,3,1,1262400
Capitol Hill,241,2016-04,2016,4,1,1270900
Capitol Hill,242,2016-05,2016,5,1,1265500
Capitol Hill,243,2016-06,2016,6,1,1261400
Capitol Hill,244,2016-07,2016,7,1,1262400
Capitol Hill,245,2016-08,2016,8,1,1265800
Capitol Hill,246,2016-09,2016,9,1,1270300
Capitol Hill,247,2016-10,2016,10,1,1279600
Capitol Hill,248,2016-11,2016,11,1,1293000
Capitol Hill,249,2016-12,2016,12,1,1306300
Capitol Hill,250,2017-01,2017,1,1,1313300
Capitol Hill,251,2017-02,2017,2,1,1320500
Capitol Hill,252,2017-03,2017,3,1,1330400
University District,1,1996-04,1996,4,1,201300
University District,2,1996-05,1996,5,1,198500
University District,3,1996-06,1996,6,1,196300
University District,4,1996-07,1996,7,1,195700
University District,5,1996-08,1996,8,1,195700
University District,6,1996-09,1996,9,1,195900
University District,7,1996-10,1996,10,1,196800
University District,8,1996-11,1996,11,1,198000
University District,9,1996-12,1996,12,1,199800
University District,10,1997-01,1997,1,1,201600
University District,11,1997-02,1997,2,1,202700
University District,12,1997-03,1997,3,1,203100
University District,13,1997-04,1997,4,1,205000
University District,14,1997-05,1997,5,1,207900
University District,15,1997-06,1997,6,1,212200
University District,16,1997-07,1997,7,1,216400
University District,17,1997-08,1997,8,1,220000
University District,18,1997-09,1997,9,1,222100
University District,19,1997-10,1997,10,1,223600
University District,20,1997-11,1997,11,1,225900
University District,21,1997-12,1997,12,1,229400
University District,22,1998-01,1998,1,1,232200
University District,23,1998-02,1998,2,1,234100
University District,24,1998-03,1998,3,1,236700
University District,25,1998-04,1998,4,1,239700
University District,26,1998-05,1998,5,1,242500
University District,27,1998-06,1998,6,1,244900
University District,28,1998-07,1998,7,1,246700
University District,29,1998-08,1998,8,1,249300
University District,30,1998-09,1998,9,1,253100
University District,31,1998-10,1998,10,1,255100
University District,32,1998-11,1998,11,1,255200
University District,33,1998-12,1998,12,1,256100
University District,34,1999-01,1999,1,1,259200
University District,35,1999-02,1999,2,1,262800
University District,36,1999-03,1999,3,1,266400
University District,37,1999-04,1999,4,1,270300
University District,38,1999-05,1999,5,1,275600
University District,39,1999-06,1999,6,1,280500
University District,40,1999-07,1999,7,1,283900
University District,41,1999-08,1999,8,1,287100
University District,42,1999-09,1999,9,1,290700
University District,43,1999-10,1999,10,1,294500
University District,44,1999-11,1999,11,1,299300
University District,45,1999-12,1999,12,1,303700
University District,46,2000-01,2000,1,1,306300
University District,47,2000-02,2000,2,1,308000
University District,48,2000-03,2000,3,1,310000
University District,49,2000-04,2000,4,1,310900
University District,50,2000-05,2000,5,1,312800
University District,51,2000-06,2000,6,1,317100
University District,52,2000-07,2000,7,1,321900
University District,53,2000-08,2000,8,1,324300
University District,54,2000-09,2000,9,1,325700
University District,55,2000-10,2000,10,1,327400
University District,56,2000-11,2000,11,1,328700
University District,57,2000-12,2000,12,1,330100
University District,58,2001-01,2001,1,1,331700
University District,59,2001-02,2001,2,1,332800
University District,60,2001-03,2001,3,1,333900
University District,61,2001-04,2001,4,1,337000
University District,62,2001-05,2001,5,1,338800
University District,63,2001-06,2001,6,1,337700
University District,64,2001-07,2001,7,1,336600
University District,65,2001-08,2001,8,1,337600
University District,66,2001-09,2001,9,1,340100
University District,67,2001-10,2001,10,1,343700
University District,68,2001-11,2001,11,1,345800
University District,69,2001-12,2001,12,1,346000
University District,70,2002-01,2002,1,1,347000
University District,71,2002-02,2002,2,1,348900
University District,72,2002-03,2002,3,1,351300
University District,73,2002-04,2002,4,1,352900
University District,74,2002-05,2002,5,1,353000
University District,75,2002-06,2002,6,1,353900
University District,76,2002-07,2002,7,1,356700
University District,77,2002-08,2002,8,1,358600
University District,78,2002-09,2002,9,1,359000
University District,79,2002-10,2002,10,1,359300
University District,80,2002-11,2002,11,1,360400
University District,81,2002-12,2002,12,1,361400
University District,82,2003-01,2003,1,1,362200
University District,83,2003-02,2003,2,1,364800
University District,84,2003-03,2003,3,1,368100
University District,85,2003-04,2003,4,1,370100
University District,86,2003-05,2003,5,1,372100
University District,87,2003-06,2003,6,1,375300
University District,88,2003-07,2003,7,1,378400
University District,89,2003-08,2003,8,1,380100
University District,90,2003-09,2003,9,1,380700
University District,91,2003-10,2003,10,1,381400
University District,92,2003-11,2003,11,1,384000
University District,93,2003-12,2003,12,1,388200
University District,94,2004-01,2004,1,1,393100
University District,95,2004-02,2004,2,1,397400
University District,96,2004-03,2004,3,1,400700
University District,97,2004-04,2004,4,1,401900
University District,98,2004-05,2004,5,1,401900
University District,99,2004-06,2004,6,1,402900
University District,100,2004-07,2004,7,1,406000
University District,101,2004-08,2004,8,1,410300
University District,102,2004-09,2004,9,1,415500
University District,103,2004-10,2004,10,1,421900
University District,104,2004-11,2004,11,1,428900
University District,105,2004-12,2004,12,1,434200
University District,106,2005-01,2005,1,1,437400
University District,107,2005-02,2005,2,1,440600
University District,108,2005-03,2005,3,1,445100
University District,109,2005-04,2005,4,1,452900
University District,110,2005-05,2005,5,1,463400
University District,111,2005-06,2005,6,1,470500
University District,112,2005-07,2005,7,1,473800
University District,113,2005-08,2005,8,1,480200
University District,114,2005-09,2005,9,1,488100
University District,115,2005-10,2005,10,1,493100
University District,116,2005-11,2005,11,1,496800
University District,117,2005-12,2005,12,1,500600
University District,118,2006-01,2006,1,1,503400
University District,119,2006-02,2006,2,1,505800
University District,120,2006-03,2006,3,1,509300
University District,121,2006-04,2006,4,1,517100
University District,122,2006-05,2006,5,1,527200
University District,123,2006-06,2006,6,1,534000
University District,124,2006-07,2006,7,1,536400
University District,125,2006-08,2006,8,1,536300
University District,126,2006-09,2006,9,1,536200
University District,127,2006-10,2006,10,1,538300
University District,128,2006-11,2006,11,1,541700
University District,129,2006-12,2006,12,1,544100
University District,130,2007-01,2007,1,1,547700
University District,131,2007-02,2007,2,1,552500
University District,132,2007-03,2007,3,1,555800
University District,133,2007-04,2007,4,1,556800
University District,134,2007-05,2007,5,1,556600
University District,135,2007-06,2007,6,1,557100
University District,136,2007-07,2007,7,1,559100
University District,137,2007-08,2007,8,1,561300
University District,138,2007-09,2007,9,1,563500
University District,139,2007-10,2007,10,1,566000
University District,140,2007-11,2007,11,1,567600
University District,141,2007-12,2007,12,1,569200
University District,142,2008-01,2008,1,1,568900
University District,143,2008-02,2008,2,1,565900
University District,144,2008-03,2008,3,1,561200
University District,145,2008-04,2008,4,1,554400
University District,146,2008-05,2008,5,1,546400
University District,147,2008-06,2008,6,1,539700
University District,148,2008-07,2008,7,1,533800
University District,149,2008-08,2008,8,1,529600
University District,150,2008-09,2008,9,1,527400
University District,151,2008-10,2008,10,1,523700
University District,152,2008-11,2008,11,1,518100
University District,153,2008-12,2008,12,1,514300
University District,154,2009-01,2009,1,1,512300
University District,155,2009-02,2009,2,1,509100
University District,156,2009-03,2009,3,1,505300
University District,157,2009-04,2009,4,1,500500
University District,158,2009-05,2009,5,1,495100
University District,159,2009-06,2009,6,1,491800
University District,160,2009-07,2009,7,1,491900
University District,161,2009-08,2009,8,1,492700
University District,162,2009-09,2009,9,1,493900
University District,163,2009-10,2009,10,1,493600
University District,164,2009-11,2009,11,1,492100
University District,165,2009-12,2009,12,1,493900
University District,166,2010-01,2010,1,1,499700
University District,167,2010-02,2010,2,1,503200
University District,168,2010-03,2010,3,1,503000
University District,169,2010-04,2010,4,1,502700
University District,170,2010-05,2010,5,1,502100
University District,171,2010-06,2010,6,1,502200
University District,172,2010-07,2010,7,1,504200
University District,173,2010-08,2010,8,1,503400
University District,174,2010-09,2010,9,1,499300
University District,175,2010-10,2010,10,1,497200
University District,176,2010-11,2010,11,1,498300
University District,177,2010-12,2010,12,1,496000
University District,178,2011-01,2011,1,1,487900
University District,179,2011-02,2011,2,1,480300
University District,180,2011-03,2011,3,1,477300
University District,181,2011-04,2011,4,1,477900
University District,182,2011-05,2011,5,1,479300
University District,183,2011-06,2011,6,1,479700
University District,184,2011-07,2011,7,1,477700
University District,185,2011-08,2011,8,1,476300
University District,186,2011-09,2011,9,1,474400
University District,187,2011-10,2011,10,1,473300
University District,188,2011-11,2011,11,1,473800
University District,189,2011-12,2011,12,1,473600
University District,190,2012-01,2012,1,1,474800
University District,191,2012-02,2012,2,1,482100
University District,192,2012-03,2012,3,1,491200
University District,193,2012-04,2012,4,1,496000
University District,194,2012-05,2012,5,1,498600
University District,195,2012-06,2012,6,1,500900
University District,196,2012-07,2012,7,1,503300
University District,197,2012-08,2012,8,1,507200
University District,198,2012-09,2012,9,1,511200
University District,199,2012-10,2012,10,1,513600
University District,200,2012-11,2012,11,1,515900
University District,201,2012-12,2012,12,1,520500
University District,202,2013-01,2013,1,1,526000
University District,203,2013-02,2013,2,1,532000
University District,204,2013-03,2013,3,1,536500
University District,205,2013-04,2013,4,1,540900
University District,206,2013-05,2013,5,1,547700
University District,207,2013-06,2013,6,1,556700
University District,208,2013-07,2013,7,1,565700
University District,209,2013-08,2013,8,1,571400
University District,210,2013-09,2013,9,1,575000
University District,211,2013-10,2013,10,1,579800
University District,212,2013-11,2013,11,1,584700
University District,213,2013-12,2013,12,1,588000
University District,214,2014-01,2014,1,1,592000
University District,215,2014-02,2014,2,1,594400
University District,216,2014-03,2014,3,1,592900
University District,217,2014-04,2014,4,1,593800
University District,218,2014-05,2014,5,1,600500
University District,219,2014-06,2014,6,1,607800
University District,220,2014-07,2014,7,1,611000
University District,221,2014-08,2014,8,1,615400
University District,222,2014-09,2014,9,1,621900
University District,223,2014-10,2014,10,1,629100
University District,224,2014-11,2014,11,1,635600
University District,225,2014-12,2014,12,1,639300
University District,226,2015-01,2015,1,1,640800
University District,227,2015-02,2015,2,1,642700
University District,228,2015-03,2015,3,1,650800
University District,229,2015-04,2015,4,1,663900
University District,230,2015-05,2015,5,1,676200
University District,231,2015-06,2015,6,1,682100
University District,232,2015-07,2015,7,1,689100
University District,233,2015-08,2015,8,1,701000
University District,234,2015-09,2015,9,1,715700
University District,235,2015-10,2015,10,1,725200
University District,236,2015-11,2015,11,1,731400
University District,237,2015-12,2015,12,1,739100
University District,238,2016-01,2016,1,1,749500
University District,239,2016-02,2016,2,1,762900
University District,240,2016-03,2016,3,1,779100
University District,241,2016-04,2016,4,1,792500
University District,242,2016-05,2016,5,1,797300
University District,243,2016-06,2016,6,1,804800
University District,244,2016-07,2016,7,1,811200
University District,245,2016-08,2016,8,1,810200
University District,246,2016-09,2016,9,1,808600
University District,247,2016-10,2016,10,1,811400
University District,248,2016-11,2016,11,1,812400
University District,249,2016-12,2016,12,1,815800
University District,250,2017-01,2017,1,1,823000
University District,251,2017-02,2017,2,1,829600
University District,252,2017-03,2017,3,1,834000
Magnolia,1,1996-04,1996,4,1,246800
Magnolia,2,1996-05,1996,5,1,244700
Magnolia,3,1996-06,1996,6,1,242900
Magnolia,4,1996-07,1996,7,1,241500
Magnolia,5,1996-08,1996,8,1,241200
Magnolia,6,1996-09,1996,9,1,242200
Magnolia,7,1996-10,1996,10,1,243900
Magnolia,8,1996-11,1996,11,1,245600
Magnolia,9,1996-12,1996,12,1,246300
Magnolia,10,1997-01,1997,1,1,247600
Magnolia,11,1997-02,1997,2,1,251300
Magnolia,12,1997-03,1997,3,1,255200
Magnolia,13,1997-04,1997,4,1,257900
Magnolia,14,1997-05,1997,5,1,261700
Magnolia,15,1997-06,1997,6,1,266900
Magnolia,16,1997-07,1997,7,1,270300
Magnolia,17,1997-08,1997,8,1,273500
Magnolia,18,1997-09,1997,9,1,278000
Magnolia,19,1997-10,1997,10,1,282600
Magnolia,20,1997-11,1997,11,1,285900
Magnolia,21,1997-12,1997,12,1,289100
Magnolia,22,1998-01,1998,1,1,291500
Magnolia,23,1998-02,1998,2,1,293400
Magnolia,24,1998-03,1998,3,1,295300
Magnolia,25,1998-04,1998,4,1,297500
Magnolia,26,1998-05,1998,5,1,299800
Magnolia,27,1998-06,1998,6,1,302900
Magnolia,28,1998-07,1998,7,1,307000
Magnolia,29,1998-08,1998,8,1,310500
Magnolia,30,1998-09,1998,9,1,313600
Magnolia,31,1998-10,1998,10,1,315000
Magnolia,32,1998-11,1998,11,1,316200
Magnolia,33,1998-12,1998,12,1,319900
Magnolia,34,1999-01,1999,1,1,325300
Magnolia,35,1999-02,1999,2,1,328800
Magnolia,36,1999-03,1999,3,1,331100
Magnolia,37,1999-04,1999,4,1,333600
Magnolia,38,1999-05,1999,5,1,336000
Magnolia,39,1999-06,1999,6,1,338800
Magnolia,40,1999-07,1999,7,1,342400
Magnolia,41,1999-08,1999,8,1,345500
Magnolia,42,1999-09,1999,9,1,347000
Magnolia,43,1999-10,1999,10,1,349100
Magnolia,44,1999-11,1999,11,1,353700
Magnolia,45,1999-12,1999,12,1,359100
Magnolia,46,2000-01,2000,1,1,363200
Magnolia,47,2000-02,2000,2,1,365900
Magnolia,48,2000-03,2000,3,1,369500
Magnolia,49,2000-04,2000,4,1,375600
Magnolia,50,2000-05,2000,5,1,380600
Magnolia,51,2000-06,2000,6,1,382300
Magnolia,52,2000-07,2000,7,1,382900
Magnolia,53,2000-08,2000,8,1,384800
Magnolia,54,2000-09,2000,9,1,386100
Magnolia,55,2000-10,2000,10,1,388000
Magnolia,56,2000-11,2000,11,1,390300
Magnolia,57,2000-12,2000,12,1,392200
Magnolia,58,2001-01,2001,1,1,393600
Magnolia,59,2001-02,2001,2,1,395100
Magnolia,60,2001-03,2001,3,1,397600
Magnolia,61,2001-04,2001,4,1,400600
Magnolia,62,2001-05,2001,5,1,403600
Magnolia,63,2001-06,2001,6,1,407200
Magnolia,64,2001-07,2001,7,1,411500
Magnolia,65,2001-08,2001,8,1,415700
Magnolia,66,2001-09,2001,9,1,419100
Magnolia,67,2001-10,2001,10,1,420600
Magnolia,68,2001-11,2001,11,1,420300
Magnolia,69,2001-12,2001,12,1,419200
Magnolia,70,2002-01,2002,1,1,417500
Magnolia,71,2002-02,2002,2,1,415300
Magnolia,72,2002-03,2002,3,1,413700
Magnolia,73,2002-04,2002,4,1,413500
Magnolia,74,2002-05,2002,5,1,414200
Magnolia,75,2002-06,2002,6,1,416000
Magnolia,76,2002-07,2002,7,1,419000
Magnolia,77,2002-08,2002,8,1,421500
Magnolia,78,2002-09,2002,9,1,423300
Magnolia,79,2002-10,2002,10,1,425500
Magnolia,80,2002-11,2002,11,1,427100
Magnolia,81,2002-12,2002,12,1,428500
Magnolia,82,2003-01,2003,1,1,430400
Magnolia,83,2003-02,2003,2,1,433700
Magnolia,84,2003-03,2003,3,1,438000
Magnolia,85,2003-04,2003,4,1,440500
Magnolia,86,2003-05,2003,5,1,441200
Magnolia,87,2003-06,2003,6,1,442300
Magnolia,88,2003-07,2003,7,1,442800
Magnolia,89,2003-08,2003,8,1,441200
Magnolia,90,2003-09,2003,9,1,440300
Magnolia,91,2003-10,2003,10,1,442700
Magnolia,92,2003-11,2003,11,1,447200
Magnolia,93,2003-12,2003,12,1,450800
Magnolia,94,2004-01,2004,1,1,454200
Magnolia,95,2004-02,2004,2,1,458000
Magnolia,96,2004-03,2004,3,1,460400
Magnolia,97,2004-04,2004,4,1,462400
Magnolia,98,2004-05,2004,5,1,467600
Magnolia,99,2004-06,2004,6,1,476100
Magnolia,100,2004-07,2004,7,1,484700
Magnolia,101,2004-08,2004,8,1,493300
Magnolia,102,2004-09,2004,9,1,501200
Magnolia,103,2004-10,2004,10,1,506600
Magnolia,104,2004-11,2004,11,1,510400
Magnolia,105,2004-12,2004,12,1,515700
Magnolia,106,2005-01,2005,1,1,522000
Magnolia,107,2005-02,2005,2,1,530100
Magnolia,108,2005-03,2005,3,1,541800
Magnolia,109,2005-04,2005,4,1,554300
Magnolia,110,2005-05,2005,5,1,563300
Magnolia,111,2005-06,2005,6,1,567100
Magnolia,112,2005-07,2005,7,1,570000
Magnolia,113,2005-08,2005,8,1,575900
