name,sequence,period,year,month,hometype,price
High Point,81,2002-12,2002,12,1,221700
High Point,82,2003-01,2003,1,1,223100
High Point,83,2003-02,2003,2,1,223800
High Point,84,2003-03,2003,3,1,223600
High Point,85,2003-04,2003,4,1,223100
High Point,86,2003-05,2003,5,1,223300
High Point,87,2003-06,2003,6,1,224400
High Point,88,2003-07,2003,7,1,226000
High Point,89,2003-08,2003,8,1,227100
High Point,90,2003-09,2003,9,1,228500
High Point,91,2003-10,2003,10,1,230400
High Point,92,2003-11,2003,11,1,232700
High Point,93,2003-12,2003,12,1,234500
High Point,94,2004-01,2004,1,1,237100
High Point,95,2004-02,2004,2,1,241000
High Point,96,2004-03,2004,3,1,245000
High Point,97,2004-04,2004,4,1,248100
High Point,98,2004-05,2004,5,1,250800
High Point,99,2004-06,2004,6,1,253000
High Point,100,2004-07,2004,7,1,253400
High Point,101,2004-08,2004,8,1,253500
High Point,102,2004-09,2004,9,1,255200
High Point,103,2004-10,2004,10,1,258800
High Point,104,2004-11,2004,11,1,262700
High Point,105,2004-12,2004,12,1,266000
High Point,106,2005-01,2005,1,1,269400
High Point,107,2005-02,2005,2,1,274100
High Point,108,2005-03,2005,3,1,279800
High Point,109,2005-04,2005,4,1,285500
High Point,110,2005-05,2005,5,1,290800
High Point,111,2005-06,2005,6,1,294800
High Point,112,2005-07,2005,7,1,297500
High Point,113,2005-08,2005,8,1,299900
High Point,114,2005-09,2005,9,1,302900
High Point,115,2005-10,2005,10,1,305800
High Point,116,2005-11,2005,11,1,309200
High Point,117,2005-12,2005,12,1,313100
High Point,118,2006-01,2006,1,1,317100
High Point,119,2006-02,2006,2,1,320400
High Point,120,2006-03,2006,3,1,323300
High Point,121,2006-04,2006,4,1,327000
High Point,122,2006-05,2006,5,1,331500
High Point,123,2006-06,2006,6,1,335800
High Point,124,2006-07,2006,7,1,340800
High Point,125,2006-08,2006,8,1,347200
High Point,126,2006-09,2006,9,1,351100
High Point,127,2006-10,2006,10,1,352400
High Point,128,2006-11,2006,11,1,354200
High Point,129,2006-12,2006,12,1,355700
High Point,130,2007-01,2007,1,1,354800
High Point,131,2007-02,2007,2,1,353700
High Point,132,2007-03,2007,3,1,355000
High Point,133,2007-04,2007,4,1,357800
High Point,134,2007-05,2007,5,1,360500
High Point,135,2007-06,2007,6,1,364100
High Point,136,2007-07,2007,7,1,368100
High Point,137,2007-08,2007,8,1,370800
High Point,138,2007-09,2007,9,1,371500
High Point,139,2007-10,2007,10,1,370700
High Point,140,2007-11,2007,11,1,368400
High Point,141,2007-12,2007,12,1,364500
High Point,142,2008-01,2008,1,1,360400
High Point,143,2008-02,2008,2,1,356700
High Point,144,2008-03,2008,3,1,354100
High Point,145,2008-04,2008,4,1,351700
High Point,146,2008-05,2008,5,1,349400
High Point,147,2008-06,2008,6,1,345700
High Point,148,2008-07,2008,7,1,341400
High Point,149,2008-08,2008,8,1,337900
High Point,150,2008-09,2008,9,1,335200
High Point,151,2008-10,2008,10,1,331800
High Point,152,2008-11,2008,11,1,328000
High Point,153,2008-12,2008,12,1,324900
High Point,154,2009-01,2009,1,1,322800
High Point,155,2009-02,2009,2,1,319200
High Point,156,2009-03,2009,3,1,313300
High Point,157,2009-04,2009,4,1,306900
High Point,158,2009-05,2009,5,1,302700
High Point,159,2009-06,2009,6,1,299800
High Point,160,2009-07,2009,7,1,297900
High Point,161,2009-08,2009,8,1,298100
High Point,162,2009-09,2009,9,1,300400
High Point,163,2009-10,2009,10,1,302400
High Point,164,2009-11,2009,11,1,302700
High Point,165,2009-12,2009,12,1,304500
High Point,166,2010-01,2010,1,1,308200
High Point,167,2010-02,2010,2,1,310200
High Point,168,2010-03,2010,3,1,310300
High Point,169,2010-04,2010,4,1,310400
High Point,170,2010-05,2010,5,1,308100
High Point,171,2010-06,2010,6,1,304000
High Point,172,2010-07,2010,7,1,301000
High Point,173,2010-08,2010,8,1,298000
High Point,174,2010-09,2010,9,1,293800
High Point,175,2010-10,2010,10,1,289500
High Point,176,2010-11,2010,11,1,287400
High Point,177,2010-12,2010,12,1,286000
High Point,178,2011-01,2011,1,1,283900
High Point,179,2011-02,2011,2,1,282100
High Point,180,2011-03,2011,3,1,281100
High Point,181,2011-04,2011,4,1,278700
High Point,182,2011-05,2011,5,1,275700
High Point,183,2011-06,2011,6,1,273900
High Point,184,2011-07,2011,7,1,272400
High Point,185,2011-08,2011,8,1,269300
High Point,186,2011-09,2011,9,1,265900
High Point,187,2011-10,2011,10,1,264000
High Point,188,2011-11,2011,11,1,262800
High Point,189,2011-12,2011,12,1,260900
High Point,190,2012-01,2012,1,1,259300
High Point,191,2012-02,2012,2,1,258300
High Point,192,2012-03,2012,3,1,258600
High Point,193,2012-04,2012,4,1,259700
High Point,194,2012-05,2012,5,1,261100
High Point,195,2012-06,2012,6,1,263400
High Point,196,2012-07,2012,7,1,265800
High Point,197,2012-08,2012,8,1,267700
High Point,198,2012-09,2012,9,1,270100
High Point,199,2012-10,2012,10,1,273800
High Point,200,2012-11,2012,11,1,279100
High Point,201,2012-12,2012,12,1,286100
High Point,202,2013-01,2013,1,1,291500
High Point,203,2013-02,2013,2,1,296400
High Point,204,2013-03,2013,3,1,300900
High Point,205,2013-04,2013,4,1,306100
High Point,206,2013-05,2013,5,1,311200
High Point,207,2013-06,2013,6,1,314900
High Point,208,2013-07,2013,7,1,317000
High Point,209,2013-08,2013,8,1,320400
High Point,210,2013-09,2013,9,1,324000
High Point,211,2013-10,2013,10,1,327300
High Point,212,2013-11,2013,11,1,329300
High Point,213,2013-12,2013,12,1,330500
High Point,214,2014-01,2014,1,1,334500
High Point,215,2014-02,2014,2,1,338600
High Point,216,2014-03,2014,3,1,338100
High Point,217,2014-04,2014,4,1,335400
High Point,218,2014-05,2014,5,1,334600
High Point,219,2014-06,2014,6,1,336100
High Point,220,2014-07,2014,7,1,338100
High Point,221,2014-08,2014,8,1,340600
High Point,222,2014-09,2014,9,1,344500
High Point,223,2014-10,2014,10,1,348300
High Point,224,2014-11,2014,11,1,350500
High Point,225,2014-12,2014,12,1,351900
High Point,226,2015-01,2015,1,1,352800
High Point,227,2015-02,2015,2,1,355100
High Point,228,2015-03,2015,3,1,361400
High Point,229,2015-04,2015,4,1,371100
High Point,230,2015-05,2015,5,1,381900
High Point,231,2015-06,2015,6,1,390200
High Point,232,2015-07,2015,7,1,396000
High Point,233,2015-08,2015,8,1,401100
High Point,234,2015-09,2015,9,1,404700
High Point,235,2015-10,2015,10,1,406400
High Point,236,2015-11,2015,11,1,409100
High Point,237,2015-12,2015,12,1,412700
High Point,238,2016-01,2016,1,1,417000
High Point,239,2016-02,2016,2,1,423300
High Point,240,2016-03,2016,3,1,430800
High Point,241,2016-04,2016,4,1,436500
High Point,242,2016-05,2016,5,1,440900
High Point,243,2016-06,2016,6,1,449700
High Point,244,2016-07,2016,7,1,460300
High Point,245,2016-08,2016,8,1,466200
High Point,246,2016-09,2016,9,1,470900
High Point,247,2016-10,2016,10,1,477000
High Point,248,2016-11,2016,11,1,479400
High Point,249,2016-12,2016,12,1,477200
High Point,250,2017-01,2017,1,1,475600
High Point,251,2017-02,2017,2,1,478500
High Point,252,2017-03,2017,3,1,483400
Alki,1,1996-04,1996,4,1,241300
Alki,2,1996-05,1996,5,1,240400
Alki,3,1996-06,1996,6,1,240800
Alki,4,1996-07,1996,7,1,242400
Alki,5,1996-08,1996,8,1,243800
Alki,6,1996-09,1996,9,1,245200
Alki,7,1996-10,1996,10,1,246700
Alki,8,1996-11,1996,11,1,249000
Alki,9,1996-12,1996,12,1,250900
Alki,10,1997-01,1997,1,1,252700
Alki,11,1997-02,1997,2,1,254800
Alki,12,1997-03,1997,3,1,256200
Alki,13,1997-04,1997,4,1,257800
Alki,14,1997-05,1997,5,1,261400
Alki,15,1997-06,1997,6,1,265400
Alki,16,1997-07,1997,7,1,268200
Alki,17,1997-08,1997,8,1,271000
Alki,18,1997-09,1997,9,1,273800
Alki,19,1997-10,1997,10,1,276300
Alki,20,1997-11,1997,11,1,278900
Alki,21,1997-12,1997,12,1,281100
Alki,22,1998-01,1998,1,1,283300
Alki,23,1998-02,1998,2,1,285100
Alki,24,1998-03,1998,3,1,286400
Alki,25,1998-04,1998,4,1,287700
Alki,26,1998-05,1998,5,1,290500
Alki,27,1998-06,1998,6,1,293900
Alki,28,1998-07,1998,7,1,297600
Alki,29,1998-08,1998,8,1,300900
Alki,30,1998-09,1998,9,1,305300
Alki,31,1998-10,1998,10,1,308000
Alki,32,1998-11,1998,11,1,308100
Alki,33,1998-12,1998,12,1,308900
Alki,34,1999-01,1999,1,1,314100
Alki,35,1999-02,1999,2,1,320200
Alki,36,1999-03,1999,3,1,323700
Alki,37,1999-04,1999,4,1,326600
Alki,38,1999-05,1999,5,1,330300
Alki,39,1999-06,1999,6,1,334400
Alki,40,1999-07,1999,7,1,336900
Alki,41,1999-08,1999,8,1,340200
Alki,42,1999-09,1999,9,1,343400
Alki,43,1999-10,1999,10,1,347100
Alki,44,1999-11,1999,11,1,352600
Alki,45,1999-12,1999,12,1,360200
Alki,46,2000-01,2000,1,1,365400
Alki,47,2000-02,2000,2,1,367900
Alki,48,2000-03,2000,3,1,371000
Alki,49,2000-04,2000,4,1,375300
Alki,50,2000-05,2000,5,1,378300
Alki,51,2000-06,2000,6,1,380300
Alki,52,2000-07,2000,7,1,382400
Alki,53,2000-08,2000,8,1,383900
Alki,54,2000-09,2000,9,1,383900
Alki,55,2000-10,2000,10,1,385600
Alki,56,2000-11,2000,11,1,388500
Alki,57,2000-12,2000,12,1,391000
Alki,58,2001-01,2001,1,1,392400
Alki,59,2001-02,2001,2,1,393100
Alki,60,2001-03,2001,3,1,393700
Alki,61,2001-04,2001,4,1,394300
Alki,62,2001-05,2001,5,1,395100
Alki,63,2001-06,2001,6,1,396500
Alki,64,2001-07,2001,7,1,400300
Alki,65,2001-08,2001,8,1,404500
Alki,66,2001-09,2001,9,1,406700
Alki,67,2001-10,2001,10,1,406300
Alki,68,2001-11,2001,11,1,405100
Alki,69,2001-12,2001,12,1,403400
Alki,70,2002-01,2002,1,1,402200
Alki,71,2002-02,2002,2,1,402400
Alki,72,2002-03,2002,3,1,403800
Alki,73,2002-04,2002,4,1,406000
Alki,74,2002-05,2002,5,1,408300
Alki,75,2002-06,2002,6,1,409400
Alki,76,2002-07,2002,7,1,407500
Alki,77,2002-08,2002,8,1,404400
Alki,78,2002-09,2002,9,1,405600
Alki,79,2002-10,2002,10,1,409700
Alki,80,2002-11,2002,11,1,413100
Alki,81,2002-12,2002,12,1,415400
Alki,82,2003-01,2003,1,1,418700
Alki,83,2003-02,2003,2,1,423600
Alki,84,2003-03,2003,3,1,429600
Alki,85,2003-04,2003,4,1,433600
Alki,86,2003-05,2003,5,1,436400
Alki,87,2003-06,2003,6,1,439000
Alki,88,2003-07,2003,7,1,441000
Alki,89,2003-08,2003,8,1,442400
Alki,90,2003-09,2003,9,1,443700
Alki,91,2003-10,2003,10,1,444800
Alki,92,2003-11,2003,11,1,447000
Alki,93,2003-12,2003,12,1,450700
Alki,94,2004-01,2004,1,1,454600
Alki,95,2004-02,2004,2,1,458700
Alki,96,2004-03,2004,3,1,462100
Alki,97,2004-04,2004,4,1,464700
Alki,98,2004-05,2004,5,1,466400
Alki,99,2004-06,2004,6,1,470800
Alki,100,2004-07,2004,7,1,478900
Alki,101,2004-08,2004,8,1,487300
Alki,102,2004-09,2004,9,1,492600
Alki,103,2004-10,2004,10,1,497200
Alki,104,2004-11,2004,11,1,501900
Alki,105,2004-12,2004,12,1,505500
Alki,106,2005-01,2005,1,1,508000
Alki,107,2005-02,2005,2,1,511400
Alki,108,2005-03,2005,3,1,515800
Alki,109,2005-04,2005,4,1,521600
Alki,110,2005-05,2005,5,1,528300
Alki,111,2005-06,2005,6,1,534200
Alki,112,2005-07,2005,7,1,542100
Alki,113,2005-08,2005,8,1,553000
Alki,114,2005-09,2005,9,1,563400
Alki,115,2005-10,2005,10,1,573400
Alki,116,2005-11,2005,11,1,582800
Alki,117,2005-12,2005,12,1,591200
Alki,118,2006-01,2006,1,1,600500
Alki,119,2006-02,2006,2,1,610600
Alki,120,2006-03,2006,3,1,618600
Alki,121,2006-04,2006,4,1,626400
Alki,122,2006-05,2006,5,1,636100
Alki,123,2006-06,2006,6,1,644400
Alki,124,2006-07,2006,7,1,647200
Alki,125,2006-08,2006,8,1,647700
Alki,126,2006-09,2006,9,1,648500
Alki,127,2006-10,2006,10,1,646200
Alki,128,2006-11,2006,11,1,645400
Alki,129,2006-12,2006,12,1,649100
Alki,130,2007-01,2007,1,1,653400
Alki,131,2007-02,2007,2,1,656400
Alki,132,2007-03,2007,3,1,661100
Alki,133,2007-04,2007,4,1,668100
Alki,134,2007-05,2007,5,1,673500
Alki,135,2007-06,2007,6,1,675800
Alki,136,2007-07,2007,7,1,676200
Alki,137,2007-08,2007,8,1,677900
Alki,138,2007-09,2007,9,1,678400
Alki,139,2007-10,2007,10,1,679500
Alki,140,2007-11,2007,11,1,680000
Alki,141,2007-12,2007,12,1,680900
Alki,142,2008-01,2008,1,1,679600
Alki,143,2008-02,2008,2,1,676200
Alki,144,2008-03,2008,3,1,671600
Alki,145,2008-04,2008,4,1,666200
Alki,146,2008-05,2008,5,1,655600
Alki,147,2008-06,2008,6,1,641700
Alki,148,2008-07,2008,7,1,630400
Alki,149,2008-08,2008,8,1,623000
Alki,150,2008-09,2008,9,1,621100
Alki,151,2008-10,2008,10,1,617900
Alki,152,2008-11,2008,11,1,611700
Alki,153,2008-12,2008,12,1,605700
Alki,154,2009-01,2009,1,1,601400
Alki,155,2009-02,2009,2,1,594300
Alki,156,2009-03,2009,3,1,583800
Alki,157,2009-04,2009,4,1,571200
Alki,158,2009-05,2009,5,1,561700
Alki,159,2009-06,2009,6,1,559400
Alki,160,2009-07,2009,7,1,562100
Alki,161,2009-08,2009,8,1,563100
Alki,162,2009-09,2009,9,1,562900
Alki,163,2009-10,2009,10,1,565100
Alki,164,2009-11,2009,11,1,568000
Alki,165,2009-12,2009,12,1,565200
Alki,166,2010-01,2010,1,1,561400
Alki,167,2010-02,2010,2,1,558300
Alki,168,2010-03,2010,3,1,553400
Alki,169,2010-04,2010,4,1,544800
Alki,170,2010-05,2010,5,1,539500
Alki,171,2010-06,2010,6,1,539000
Alki,172,2010-07,2010,7,1,538400
Alki,173,2010-08,2010,8,1,531900
Alki,174,2010-09,2010,9,1,524100
Alki,175,2010-10,2010,10,1,518900
Alki,176,2010-11,2010,11,1,515500
Alki,177,2010-12,2010,12,1,513500
Alki,178,2011-01,2011,1,1,509300
Alki,179,2011-02,2011,2,1,502200
Alki,180,2011-03,2011,3,1,499900
Alki,181,2011-04,2011,4,1,504800
Alki,182,2011-05,2011,5,1,508100
Alki,183,2011-06,2011,6,1,504700
Alki,184,2011-07,2011,7,1,497900
Alki,185,2011-08,2011,8,1,493600
Alki,186,2011-09,2011,9,1,489100
Alki,187,2011-10,2011,10,1,485000
Alki,188,2011-11,2011,11,1,483300
Alki,189,2011-12,2011,12,1,482600
Alki,190,2012-01,2012,1,1,482800
Alki,191,2012-02,2012,2,1,487700
Alki,192,2012-03,2012,3,1,495500
Alki,193,2012-04,2012,4,1,503600
Alki,194,2012-05,2012,5,1,510400
Alki,195,2012-06,2012,6,1,516400
Alki,196,2012-07,2012,7,1,520400
Alki,197,2012-08,2012,8,1,522900
Alki,198,2012-09,2012,9,1,526100
Alki,199,2012-10,2012,10,1,531200
Alki,200,2012-11,2012,11,1,535400
Alki,201,2012-12,2012,12,1,539100
Alki,202,2013-01,2013,1,1,541600
Alki,203,2013-02,2013,2,1,546200
Alki,204,2013-03,2013,3,1,552000
Alki,205,2013-04,2013,4,1,559100
Alki,206,2013-05,2013,5,1,565600
Alki,207,2013-06,2013,6,1,571600
Alki,208,2013-07,2013,7,1,577400
Alki,209,2013-08,2013,8,1,585500
Alki,210,2013-09,2013,9,1,591300
Alki,211,2013-10,2013,10,1,593500
Alki,212,2013-11,2013,11,1,594300
Alki,213,2013-12,2013,12,1,598400
Alki,214,2014-01,2014,1,1,605600
Alki,215,2014-02,2014,2,1,612600
Alki,216,2014-03,2014,3,1,616300
Alki,217,2014-04,2014,4,1,615200
Alki,218,2014-05,2014,5,1,614600
Alki,219,2014-06,2014,6,1,620100
Alki,220,2014-07,2014,7,1,628900
Alki,221,2014-08,2014,8,1,634700
Alki,222,2014-09,2014,9,1,639100
Alki,223,2014-10,2014,10,1,643900
Alki,224,2014-11,2014,11,1,649300
Alki,225,2014-12,2014,12,1,651700
Alki,226,2015-01,2015,1,1,655300
Alki,227,2015-02,2015,2,1,661400
Alki,228,2015-03,2015,3,1,664700
Alki,229,2015-04,2015,4,1,664500
Alki,230,2015-05,2015,5,1,668800
Alki,231,2015-06,2015,6,1,674900
Alki,232,2015-07,2015,7,1,685600
Alki,233,2015-08,2015,8,1,700000
Alki,234,2015-09,2015,9,1,714100
Alki,235,2015-10,2015,10,1,726700
Alki,236,2015-11,2015,11,1,739000
Alki,237,2015-12,2015,12,1,748100
Alki,238,2016-01,2016,1,1,754600
Alki,239,2016-02,2016,2,1,759600
Alki,240,2016-03,2016,3,1,767400
Alki,241,2016-04,2016,4,1,783200
Alki,242,2016-05,2016,5,1,800100
Alki,243,2016-06,2016,6,1,804300
Alki,244,2016-07,2016,7,1,796300
Alki,245,2016-08,2016,8,1,794800
Alki,246,2016-09,2016,9,1,802100
Alki,247,2016-10,2016,10,1,805400
Alki,248,2016-11,2016,11,1,803100
Alki,249,2016-12,2016,12,1,805500
Alki,250,2017-01,2017,1,1,810500
Alki,251,2017-02,2017,2,1,815300
Alki,252,2017-03,2017,3,1,819000
Highland Park,1,1996-04,1996,4,1,111300
Highland Park,2,1996-05,1996,5,1,111400
Highland Park,3,1996-06,1996,6,1,111800
Highland Park,4,1996-07,1996,7,1,111900
Highland Park,5,1996-08,1996,8,1,111900
Highland Park,6,1996-09,1996,9,1,112600
Highland Park,7,1996-10,1996,10,1,113200
Highland Park,8,1996-11,1996,11,1,113800
Highland Park,9,1996-12,1996,12,1,114200
Highland Park,10,1997-01,1997,1,1,114400
Highland Park,11,1997-02,1997,2,1,115000
Highland Park,12,1997-03,1997,3,1,116100
Highland Park,13,1997-04,1997,4,1,117000
Highland Park,14,1997-05,1997,5,1,117900
Highland Park,15,1997-06,1997,6,1,119300
Highland Park,16,1997-07,1997,7,1,121000
Highland Park,17,1997-08,1997,8,1,122300
Highland Park,18,1997-09,1997,9,1,122700
Highland Park,19,1997-10,1997,10,1,123100
Highland Park,20,1997-11,1997,11,1,124300
Highland Park,21,1997-12,1997,12,1,125700
Highland Park,22,1998-01,1998,1,1,127100
Highland Park,23,1998-02,1998,2,1,128400
Highland Park,24,1998-03,1998,3,1,129900
Highland Park,25,1998-04,1998,4,1,131300
Highland Park,26,1998-05,1998,5,1,132000
Highland Park,27,1998-06,1998,6,1,131800
Highland Park,28,1998-07,1998,7,1,131700
Highland Park,29,1998-08,1998,8,1,132300
Highland Park,30,1998-09,1998,9,1,133800
Highland Park,31,1998-10,1998,10,1,134900
Highland Park,32,1998-11,1998,11,1,135500
Highland Park,33,1998-12,1998,12,1,136900
Highland Park,34,1999-01,1999,1,1,139100
Highland Park,35,1999-02,1999,2,1,140600
Highland Park,36,1999-03,1999,3,1,141000
Highland Park,37,1999-04,1999,4,1,141500
Highland Park,38,1999-05,1999,5,1,143000
Highland Park,39,1999-06,1999,6,1,144900
Highland Park,40,1999-07,1999,7,1,146400
Highland Park,41,1999-08,1999,8,1,148300
Highland Park,42,1999-09,1999,9,1,150800
Highland Park,43,1999-10,1999,10,1,153300
Highland Park,44,1999-11,1999,11,1,155700
Highland Park,45,1999-12,1999,12,1,157900
Highland Park,46,2000-01,2000,1,1,159700
Highland Park,47,2000-02,2000,2,1,161400
Highland Park,48,2000-03,2000,3,1,162700
Highland Park,49,2000-04,2000,4,1,163900
Highland Park,50,2000-05,2000,5,1,164800
Highland Park,51,2000-06,2000,6,1,165500
Highland Park,52,2000-07,2000,7,1,165600
Highland Park,53,2000-08,2000,8,1,165300
Highland Park,54,2000-09,2000,9,1,165700
Highland Park,55,2000-10,2000,10,1,167200
Highland Park,56,2000-11,2000,11,1,168600
Highland Park,57,2000-12,2000,12,1,169800
Highland Park,58,2001-01,2001,1,1,171500
Highland Park,59,2001-02,2001,2,1,173600
Highland Park,60,2001-03,2001,3,1,175500
Highland Park,61,2001-04,2001,4,1,177200
Highland Park,62,2001-05,2001,5,1,178600
Highland Park,63,2001-06,2001,6,1,180200
Highland Park,64,2001-07,2001,7,1,181900
Highland Park,65,2001-08,2001,8,1,183300
Highland Park,66,2001-09,2001,9,1,183900
Highland Park,67,2001-10,2001,10,1,184000
Highland Park,68,2001-11,2001,11,1,184300
Highland Park,69,2001-12,2001,12,1,185000
Highland Park,70,2002-01,2002,1,1,185400
Highland Park,71,2002-02,2002,2,1,185600
Highland Park,72,2002-03,2002,3,1,186500
Highland Park,73,2002-04,2002,4,1,188200
Highland Park,74,2002-05,2002,5,1,190700
Highland Park,75,2002-06,2002,6,1,193400
Highland Park,76,2002-07,2002,7,1,196100
Highland Park,77,2002-08,2002,8,1,198100
Highland Park,78,2002-09,2002,9,1,199600
Highland Park,79,2002-10,2002,10,1,200700
Highland Park,80,2002-11,2002,11,1,201900
Highland Park,81,2002-12,2002,12,1,202900
Highland Park,82,2003-01,2003,1,1,204300
Highland Park,83,2003-02,2003,2,1,205100
Highland Park,84,2003-03,2003,3,1,205400
Highland Park,85,2003-04,2003,4,1,205900
Highland Park,86,2003-05,2003,5,1,205900
Highland Park,87,2003-06,2003,6,1,204700
Highland Park,88,2003-07,2003,7,1,203700
Highland Park,89,2003-08,2003,8,1,203900
Highland Park,90,2003-09,2003,9,1,204200
Highland Park,91,2003-10,2003,10,1,205200
Highland Park,92,2003-11,2003,11,1,207300
Highland Park,93,2003-12,2003,12,1,210000
Highland Park,94,2004-01,2004,1,1,212300
Highland Park,95,2004-02,2004,2,1,214300
Highland Park,96,2004-03,2004,3,1,215700
Highland Park,97,2004-04,2004,4,1,216500
Highland Park,98,2004-05,2004,5,1,217100
Highland Park,99,2004-06,2004,6,1,218500
Highland Park,100,2004-07,2004,7,1,221500
Highland Park,101,2004-08,2004,8,1,225600
Highland Park,102,2004-09,2004,9,1,229300
Highland Park,103,2004-10,2004,10,1,232200
Highland Park,104,2004-11,2004,11,1,234200
Highland Park,105,2004-12,2004,12,1,235000
Highland Park,106,2005-01,2005,1,1,235500
Highland Park,107,2005-02,2005,2,1,237200
Highland Park,108,2005-03,2005,3,1,240600
Highland Park,109,2005-04,2005,4,1,245000
Highland Park,110,2005-05,2005,5,1,249400
Highland Park,111,2005-06,2005,6,1,254100
Highland Park,112,2005-07,2005,7,1,258900
Highland Park,113,2005-08,2005,8,1,263000
Highland Park,114,2005-09,2005,9,1,266300
Highland Park,115,2005-10,2005,10,1,269800
Highland Park,116,2005-11,2005,11,1,273100
Highland Park,117,2005-12,2005,12,1,276700
Highland Park,118,2006-01,2006,1,1,279600
Highland Park,119,2006-02,2006,2,1,283500
Highland Park,120,2006-03,2006,3,1,287400
Highland Park,121,2006-04,2006,4,1,291100
Highland Park,122,2006-05,2006,5,1,294600
Highland Park,123,2006-06,2006,6,1,298400
Highland Park,124,2006-07,2006,7,1,301600
Highland Park,125,2006-08,2006,8,1,304200
Highland Park,126,2006-09,2006,9,1,306200
Highland Park,127,2006-10,2006,10,1,308400
Highland Park,128,2006-11,2006,11,1,311600
Highland Park,129,2006-12,2006,12,1,315100
Highland Park,130,2007-01,2007,1,1,318300
Highland Park,131,2007-02,2007,2,1,320700
Highland Park,132,2007-03,2007,3,1,322400
Highland Park,133,2007-04,2007,4,1,323800
Highland Park,134,2007-05,2007,5,1,325500
Highland Park,135,2007-06,2007,6,1,327300
Highland Park,136,2007-07,2007,7,1,327500
Highland Park,137,2007-08,2007,8,1,326500
Highland Park,138,2007-09,2007,9,1,325800
Highland Park,139,2007-10,2007,10,1,324700
Highland Park,140,2007-11,2007,11,1,322800
Highland Park,141,2007-12,2007,12,1,320800
Highland Park,142,2008-01,2008,1,1,318700
Highland Park,143,2008-02,2008,2,1,316300
Highland Park,144,2008-03,2008,3,1,314300
Highland Park,145,2008-04,2008,4,1,312100
Highland Park,146,2008-05,2008,5,1,309500
Highland Park,147,2008-06,2008,6,1,306300
Highland Park,148,2008-07,2008,7,1,303500
Highland Park,149,2008-08,2008,8,1,302300
Highland Park,150,2008-09,2008,9,1,302400
Highland Park,151,2008-10,2008,10,1,301600
Highland Park,152,2008-11,2008,11,1,299700
Highland Park,153,2008-12,2008,12,1,297600
Highland Park,154,2009-01,2009,1,1,296700
Highland Park,155,2009-02,2009,2,1,294500
Highland Park,156,2009-03,2009,3,1,289400
Highland Park,157,2009-04,2009,4,1,285100
Highland Park,158,2009-05,2009,5,1,283300
Highland Park,159,2009-06,2009,6,1,282200
Highland Park,160,2009-07,2009,7,1,281000
Highland Park,161,2009-08,2009,8,1,279800
Highland Park,162,2009-09,2009,9,1,278100
Highland Park,163,2009-10,2009,10,1,275700
Highland Park,164,2009-11,2009,11,1,272700
Highland Park,165,2009-12,2009,12,1,268600
Highland Park,166,2010-01,2010,1,1,264500
Highland Park,167,2010-02,2010,2,1,261500
Highland Park,168,2010-03,2010,3,1,260600
Highland Park,169,2010-04,2010,4,1,259800
Highland Park,170,2010-05,2010,5,1,257900
Highland Park,171,2010-06,2010,6,1,255400
Highland Park,172,2010-07,2010,7,1,252300
Highland Park,173,2010-08,2010,8,1,247700
Highland Park,174,2010-09,2010,9,1,243500
Highland Park,175,2010-10,2010,10,1,240700
Highland Park,176,2010-11,2010,11,1,238000
Highland Park,177,2010-12,2010,12,1,235500
Highland Park,178,2011-01,2011,1,1,233600
Highland Park,179,2011-02,2011,2,1,232300
Highland Park,180,2011-03,2011,3,1,231200
Highland Park,181,2011-04,2011,4,1,229000
Highland Park,182,2011-05,2011,5,1,224600
Highland Park,183,2011-06,2011,6,1,218500
Highland Park,184,2011-07,2011,7,1,213600
Highland Park,185,2011-08,2011,8,1,209900
Highland Park,186,2011-09,2011,9,1,206000
Highland Park,187,2011-10,2011,10,1,202300
Highland Park,188,2011-11,2011,11,1,201500
Highland Park,189,2011-12,2011,12,1,203600
Highland Park,190,2012-01,2012,1,1,206400
Highland Park,191,2012-02,2012,2,1,207500
Highland Park,192,2012-03,2012,3,1,207400
Highland Park,193,2012-04,2012,4,1,207100
Highland Park,194,2012-05,2012,5,1,209000
Highland Park,195,2012-06,2012,6,1,212600
Highland Park,196,2012-07,2012,7,1,215500
Highland Park,197,2012-08,2012,8,1,218800
Highland Park,198,2012-09,2012,9,1,224500
Highland Park,199,2012-10,2012,10,1,231100
Highland Park,200,2012-11,2012,11,1,234800
Highland Park,201,2012-12,2012,12,1,235700
Highland Park,202,2013-01,2013,1,1,236000
Highland Park,203,2013-02,2013,2,1,237500
Highland Park,204,2013-03,2013,3,1,239200
Highland Park,205,2013-04,2013,4,1,241100
Highland Park,206,2013-05,2013,5,1,242700
Highland Park,207,2013-06,2013,6,1,245100
Highland Park,208,2013-07,2013,7,1,246900
Highland Park,209,2013-08,2013,8,1,247300
Highland Park,210,2013-09,2013,9,1,247200
Highland Park,211,2013-10,2013,10,1,249100
Highland Park,212,2013-11,2013,11,1,252500
Highland Park,213,2013-12,2013,12,1,255500
Highland Park,214,2014-01,2014,1,1,256700
Highland Park,215,2014-02,2014,2,1,259300
Highland Park,216,2014-03,2014,3,1,262700
Highland Park,217,2014-04,2014,4,1,263600
Highland Park,218,2014-05,2014,5,1,263000
Highland Park,219,2014-06,2014,6,1,264600
Highland Park,220,2014-07,2014,7,1,270000
