Name,Sequence,Period,Year,Month,Type,Price
West Queen Anne,43,1999-10,1999,10,SFH,427800
West Queen Anne,44,1999-11,1999,11,SFH,432400
West Queen Anne,45,1999-12,1999,12,SFH,439700
West Queen Anne,46,2000-01,2000,1,SFH,445800
West Queen Anne,47,2000-02,2000,2,SFH,447800
West Queen Anne,48,2000-03,2000,3,SFH,448600
West Queen Anne,49,2000-04,2000,4,SFH,451300
West Queen Anne,50,2000-05,2000,5,SFH,457800
West Queen Anne,51,2000-06,2000,6,SFH,464500
West Queen Anne,52,2000-07,2000,7,SFH,467700
West Queen Anne,53,2000-08,2000,8,SFH,465500
West Queen Anne,54,2000-09,2000,9,SFH,463200
West Queen Anne,55,2000-10,2000,10,SFH,463400
West Queen Anne,56,2000-11,2000,11,SFH,465200
West Queen Anne,57,2000-12,2000,12,SFH,465700
West Queen Anne,58,2001-01,2001,1,SFH,467100
West Queen Anne,59,2001-02,2001,2,SFH,470100
West Queen Anne,60,2001-03,2001,3,SFH,474700
West Queen Anne,61,2001-04,2001,4,SFH,480100
West Queen Anne,62,2001-05,2001,5,SFH,484900
West Queen Anne,63,2001-06,2001,6,SFH,487800
West Queen Anne,64,2001-07,2001,7,SFH,491700
West Queen Anne,65,2001-08,2001,8,SFH,497100
West Queen Anne,66,2001-09,2001,9,SFH,501200
West Queen Anne,67,2001-10,2001,10,SFH,504000
West Queen Anne,68,2001-11,2001,11,SFH,503600
West Queen Anne,69,2001-12,2001,12,SFH,497700
West Queen Anne,70,2002-01,2002,1,SFH,490400
West Queen Anne,71,2002-02,2002,2,SFH,487300
West Queen Anne,72,2002-03,2002,3,SFH,486400
West Queen Anne,73,2002-04,2002,4,SFH,483100
West Queen Anne,74,2002-05,2002,5,SFH,478700
West Queen Anne,75,2002-06,2002,6,SFH,476200
West Queen Anne,76,2002-07,2002,7,SFH,476200
West Queen Anne,77,2002-08,2002,8,SFH,477000
West Queen Anne,78,2002-09,2002,9,SFH,479800
West Queen Anne,79,2002-10,2002,10,SFH,484600
West Queen Anne,80,2002-11,2002,11,SFH,489700
West Queen Anne,81,2002-12,2002,12,SFH,493700
West Queen Anne,82,2003-01,2003,1,SFH,497500
West Queen Anne,83,2003-02,2003,2,SFH,503500
West Queen Anne,84,2003-03,2003,3,SFH,509900
West Queen Anne,85,2003-04,2003,4,SFH,515900
West Queen Anne,86,2003-05,2003,5,SFH,518500
West Queen Anne,87,2003-06,2003,6,SFH,518700
West Queen Anne,88,2003-07,2003,7,SFH,519300
West Queen Anne,89,2003-08,2003,8,SFH,523500
West Queen Anne,90,2003-09,2003,9,SFH,529800
West Queen Anne,91,2003-10,2003,10,SFH,533700
West Queen Anne,92,2003-11,2003,11,SFH,534300
West Queen Anne,93,2003-12,2003,12,SFH,537300
West Queen Anne,94,2004-01,2004,1,SFH,544400
West Queen Anne,95,2004-02,2004,2,SFH,550800
West Queen Anne,96,2004-03,2004,3,SFH,555000
West Queen Anne,97,2004-04,2004,4,SFH,560200
West Queen Anne,98,2004-05,2004,5,SFH,566600
West Queen Anne,99,2004-06,2004,6,SFH,573100
West Queen Anne,100,2004-07,2004,7,SFH,574700
West Queen Anne,101,2004-08,2004,8,SFH,573400
West Queen Anne,102,2004-09,2004,9,SFH,571600
West Queen Anne,103,2004-10,2004,10,SFH,573500
West Queen Anne,104,2004-11,2004,11,SFH,580000
West Queen Anne,105,2004-12,2004,12,SFH,590600
West Queen Anne,106,2005-01,2005,1,SFH,598600
West Queen Anne,107,2005-02,2005,2,SFH,602600
West Queen Anne,108,2005-03,2005,3,SFH,605200
West Queen Anne,109,2005-04,2005,4,SFH,609000
West Queen Anne,110,2005-05,2005,5,SFH,617900
West Queen Anne,111,2005-06,2005,6,SFH,630600
West Queen Anne,112,2005-07,2005,7,SFH,646600
West Queen Anne,113,2005-08,2005,8,SFH,661700
West Queen Anne,114,2005-09,2005,9,SFH,674500
West Queen Anne,115,2005-10,2005,10,SFH,686800
West Queen Anne,116,2005-11,2005,11,SFH,699300
West Queen Anne,117,2005-12,2005,12,SFH,708500
West Queen Anne,118,2006-01,2006,1,SFH,715800
West Queen Anne,119,2006-02,2006,2,SFH,720900
West Queen Anne,120,2006-03,2006,3,SFH,725400
West Queen Anne,121,2006-04,2006,4,SFH,730600
West Queen Anne,122,2006-05,2006,5,SFH,735800
West Queen Anne,123,2006-06,2006,6,SFH,739600
West Queen Anne,124,2006-07,2006,7,SFH,744200
West Queen Anne,125,2006-08,2006,8,SFH,749400
West Queen Anne,126,2006-09,2006,9,SFH,754400
West Queen Anne,127,2006-10,2006,10,SFH,754200
West Queen Anne,128,2006-11,2006,11,SFH,753300
West Queen Anne,129,2006-12,2006,12,SFH,754900
West Queen Anne,130,2007-01,2007,1,SFH,760400
West Queen Anne,131,2007-02,2007,2,SFH,765400
West Queen Anne,132,2007-03,2007,3,SFH,772100
West Queen Anne,133,2007-04,2007,4,SFH,778500
West Queen Anne,134,2007-05,2007,5,SFH,782900
West Queen Anne,135,2007-06,2007,6,SFH,784900
West Queen Anne,136,2007-07,2007,7,SFH,787000
West Queen Anne,137,2007-08,2007,8,SFH,787200
West Queen Anne,138,2007-09,2007,9,SFH,787400
West Queen Anne,139,2007-10,2007,10,SFH,788000
West Queen Anne,140,2007-11,2007,11,SFH,786200
West Queen Anne,141,2007-12,2007,12,SFH,780800
West Queen Anne,142,2008-01,2008,1,SFH,773000
West Queen Anne,143,2008-02,2008,2,SFH,768800
West Queen Anne,144,2008-03,2008,3,SFH,763500
West Queen Anne,145,2008-04,2008,4,SFH,754700
West Queen Anne,146,2008-05,2008,5,SFH,746500
West Queen Anne,147,2008-06,2008,6,SFH,745400
West Queen Anne,148,2008-07,2008,7,SFH,744400
West Queen Anne,149,2008-08,2008,8,SFH,742900
West Queen Anne,150,2008-09,2008,9,SFH,739600
West Queen Anne,151,2008-10,2008,10,SFH,734800
West Queen Anne,152,2008-11,2008,11,SFH,725500
West Queen Anne,153,2008-12,2008,12,SFH,717500
West Queen Anne,154,2009-01,2009,1,SFH,711800
West Queen Anne,155,2009-02,2009,2,SFH,705400
West Queen Anne,156,2009-03,2009,3,SFH,694900
West Queen Anne,157,2009-04,2009,4,SFH,681500
West Queen Anne,158,2009-05,2009,5,SFH,669900
West Queen Anne,159,2009-06,2009,6,SFH,660500
West Queen Anne,160,2009-07,2009,7,SFH,652000
West Queen Anne,161,2009-08,2009,8,SFH,644600
West Queen Anne,162,2009-09,2009,9,SFH,640000
West Queen Anne,163,2009-10,2009,10,SFH,638300
West Queen Anne,164,2009-11,2009,11,SFH,641500
West Queen Anne,165,2009-12,2009,12,SFH,645700
West Queen Anne,166,2010-01,2010,1,SFH,649500
West Queen Anne,167,2010-02,2010,2,SFH,652500
West Queen Anne,168,2010-03,2010,3,SFH,655900
West Queen Anne,169,2010-04,2010,4,SFH,661300
West Queen Anne,170,2010-05,2010,5,SFH,663600
West Queen Anne,171,2010-06,2010,6,SFH,660600
West Queen Anne,172,2010-07,2010,7,SFH,658700
West Queen Anne,173,2010-08,2010,8,SFH,659100
West Queen Anne,174,2010-09,2010,9,SFH,660700
West Queen Anne,175,2010-10,2010,10,SFH,662900
West Queen Anne,176,2010-11,2010,11,SFH,664300
West Queen Anne,177,2010-12,2010,12,SFH,662300
West Queen Anne,178,2011-01,2011,1,SFH,659000
West Queen Anne,179,2011-02,2011,2,SFH,656900
West Queen Anne,180,2011-03,2011,3,SFH,660400
West Queen Anne,181,2011-04,2011,4,SFH,666400
West Queen Anne,182,2011-05,2011,5,SFH,667500
West Queen Anne,183,2011-06,2011,6,SFH,663400
West Queen Anne,184,2011-07,2011,7,SFH,661600
West Queen Anne,185,2011-08,2011,8,SFH,659900
West Queen Anne,186,2011-09,2011,9,SFH,652800
West Queen Anne,187,2011-10,2011,10,SFH,645300
West Queen Anne,188,2011-11,2011,11,SFH,645000
West Queen Anne,189,2011-12,2011,12,SFH,650000
West Queen Anne,190,2012-01,2012,1,SFH,653400
West Queen Anne,191,2012-02,2012,2,SFH,653600
West Queen Anne,192,2012-03,2012,3,SFH,653000
West Queen Anne,193,2012-04,2012,4,SFH,655200
West Queen Anne,194,2012-05,2012,5,SFH,660900
West Queen Anne,195,2012-06,2012,6,SFH,664800
West Queen Anne,196,2012-07,2012,7,SFH,664500
West Queen Anne,197,2012-08,2012,8,SFH,668600
West Queen Anne,198,2012-09,2012,9,SFH,678900
West Queen Anne,199,2012-10,2012,10,SFH,691700
West Queen Anne,200,2012-11,2012,11,SFH,701600
West Queen Anne,201,2012-12,2012,12,SFH,706700
West Queen Anne,202,2013-01,2013,1,SFH,708800
West Queen Anne,203,2013-02,2013,2,SFH,710700
West Queen Anne,204,2013-03,2013,3,SFH,711400
West Queen Anne,205,2013-04,2013,4,SFH,715400
West Queen Anne,206,2013-05,2013,5,SFH,725800
West Queen Anne,207,2013-06,2013,6,SFH,735900
West Queen Anne,208,2013-07,2013,7,SFH,738200
West Queen Anne,209,2013-08,2013,8,SFH,738900
West Queen Anne,210,2013-09,2013,9,SFH,742000
West Queen Anne,211,2013-10,2013,10,SFH,743600
West Queen Anne,212,2013-11,2013,11,SFH,741800
West Queen Anne,213,2013-12,2013,12,SFH,743700
West Queen Anne,214,2014-01,2014,1,SFH,752000
West Queen Anne,215,2014-02,2014,2,SFH,762300
West Queen Anne,216,2014-03,2014,3,SFH,770700
West Queen Anne,217,2014-04,2014,4,SFH,773300
West Queen Anne,218,2014-05,2014,5,SFH,777600
West Queen Anne,219,2014-06,2014,6,SFH,791000
West Queen Anne,220,2014-07,2014,7,SFH,810000
West Queen Anne,221,2014-08,2014,8,SFH,824800
West Queen Anne,222,2014-09,2014,9,SFH,834500
West Queen Anne,223,2014-10,2014,10,SFH,841600
West Queen Anne,224,2014-11,2014,11,SFH,845200
West Queen Anne,225,2014-12,2014,12,SFH,844200
West Queen Anne,226,2015-01,2015,1,SFH,844800
West Queen Anne,227,2015-02,2015,2,SFH,852100
West Queen Anne,228,2015-03,2015,3,SFH,865300
West Queen Anne,229,2015-04,2015,4,SFH,881500
West Queen Anne,230,2015-05,2015,5,SFH,894500
West Queen Anne,231,2015-06,2015,6,SFH,900400
West Queen Anne,232,2015-07,2015,7,SFH,905500
West Queen Anne,233,2015-08,2015,8,SFH,910200
West Queen Anne,234,2015-09,2015,9,SFH,921500
West Queen Anne,235,2015-10,2015,10,SFH,935300
West Queen Anne,236,2015-11,2015,11,SFH,946700
West Queen Anne,237,2015-12,2015,12,SFH,956600
West Queen Anne,238,2016-01,2016,1,SFH,968600
West Queen Anne,239,2016-02,2016,2,SFH,980900
West Queen Anne,240,2016-03,2016,3,SFH,991300
West Queen Anne,241,2016-04,2016,4,SFH,997800
West Queen Anne,242,2016-05,2016,5,SFH,1002000
West Queen Anne,243,2016-06,2016,6,SFH,1012600
West Queen Anne,244,2016-07,2016,7,SFH,1024900
West Queen Anne,245,2016-08,2016,8,SFH,1031600
West Queen Anne,246,2016-09,2016,9,SFH,1032800
West Queen Anne,247,2016-10,2016,10,SFH,1033400
West Queen Anne,248,2016-11,2016,11,SFH,1035400
West Queen Anne,249,2016-12,2016,12,SFH,1045000
West Queen Anne,250,2017-01,2017,1,SFH,1051400
West Queen Anne,251,2017-02,2017,2,SFH,1055400
West Queen Anne,252,2017-03,2017,3,SFH,1062500
South Delridge,1,1996-04,1996,4,SFH,109100
South Delridge,2,1996-05,1996,5,SFH,109200
South Delridge,3,1996-06,1996,6,SFH,109700
South Delridge,4,1996-07,1996,7,SFH,110200
South Delridge,5,1996-08,1996,8,SFH,110200
South Delridge,6,1996-09,1996,9,SFH,110000
South Delridge,7,1996-10,1996,10,SFH,110000
South Delridge,8,1996-11,1996,11,SFH,110400
South Delridge,9,1996-12,1996,12,SFH,110900
South Delridge,10,1997-01,1997,1,SFH,111300
South Delridge,11,1997-02,1997,2,SFH,112200
South Delridge,12,1997-03,1997,3,SFH,113100
South Delridge,13,1997-04,1997,4,SFH,114200
South Delridge,14,1997-05,1997,5,SFH,115600
South Delridge,15,1997-06,1997,6,SFH,117400
South Delridge,16,1997-07,1997,7,SFH,119300
South Delridge,17,1997-08,1997,8,SFH,121000
South Delridge,18,1997-09,1997,9,SFH,121700
South Delridge,19,1997-10,1997,10,SFH,122000
South Delridge,20,1997-11,1997,11,SFH,122900
South Delridge,21,1997-12,1997,12,SFH,124000
South Delridge,22,1998-01,1998,1,SFH,125200
South Delridge,23,1998-02,1998,2,SFH,126700
South Delridge,24,1998-03,1998,3,SFH,128400
South Delridge,25,1998-04,1998,4,SFH,129800
South Delridge,26,1998-05,1998,5,SFH,130800
South Delridge,27,1998-06,1998,6,SFH,131000
South Delridge,28,1998-07,1998,7,SFH,131100
South Delridge,29,1998-08,1998,8,SFH,131800
South Delridge,30,1998-09,1998,9,SFH,133700
South Delridge,31,1998-10,1998,10,SFH,134800
South Delridge,32,1998-11,1998,11,SFH,135100
South Delridge,33,1998-12,1998,12,SFH,136200
South Delridge,34,1999-01,1999,1,SFH,138600
South Delridge,35,1999-02,1999,2,SFH,140100
South Delridge,36,1999-03,1999,3,SFH,140300
South Delridge,37,1999-04,1999,4,SFH,141100
South Delridge,38,1999-05,1999,5,SFH,142700
South Delridge,39,1999-06,1999,6,SFH,144400
South Delridge,40,1999-07,1999,7,SFH,146000
South Delridge,41,1999-08,1999,8,SFH,147700
South Delridge,42,1999-09,1999,9,SFH,149500
South Delridge,43,1999-10,1999,10,SFH,151800
South Delridge,44,1999-11,1999,11,SFH,154100
South Delridge,45,1999-12,1999,12,SFH,155700
South Delridge,46,2000-01,2000,1,SFH,157300
South Delridge,47,2000-02,2000,2,SFH,159300
South Delridge,48,2000-03,2000,3,SFH,161400
South Delridge,49,2000-04,2000,4,SFH,163200
South Delridge,50,2000-05,2000,5,SFH,164800
South Delridge,51,2000-06,2000,6,SFH,166000
South Delridge,52,2000-07,2000,7,SFH,166600
South Delridge,53,2000-08,2000,8,SFH,167100
South Delridge,54,2000-09,2000,9,SFH,168400
South Delridge,55,2000-10,2000,10,SFH,170200
South Delridge,56,2000-11,2000,11,SFH,172000
South Delridge,57,2000-12,2000,12,SFH,173400
South Delridge,58,2001-01,2001,1,SFH,174900
South Delridge,59,2001-02,2001,2,SFH,176600
South Delridge,60,2001-03,2001,3,SFH,178200
South Delridge,61,2001-04,2001,4,SFH,179200
South Delridge,62,2001-05,2001,5,SFH,179800
South Delridge,63,2001-06,2001,6,SFH,181300
South Delridge,64,2001-07,2001,7,SFH,183700
South Delridge,65,2001-08,2001,8,SFH,185700
South Delridge,66,2001-09,2001,9,SFH,186500
South Delridge,67,2001-10,2001,10,SFH,186900
South Delridge,68,2001-11,2001,11,SFH,187500
South Delridge,69,2001-12,2001,12,SFH,188100
South Delridge,70,2002-01,2002,1,SFH,188600
South Delridge,71,2002-02,2002,2,SFH,188800
South Delridge,72,2002-03,2002,3,SFH,189000
South Delridge,73,2002-04,2002,4,SFH,189400
South Delridge,74,2002-05,2002,5,SFH,190500
South Delridge,75,2002-06,2002,6,SFH,192100
South Delridge,76,2002-07,2002,7,SFH,193400
South Delridge,77,2002-08,2002,8,SFH,194600
South Delridge,78,2002-09,2002,9,SFH,195700
South Delridge,79,2002-10,2002,10,SFH,196100
South Delridge,80,2002-11,2002,11,SFH,196700
South Delridge,81,2002-12,2002,12,SFH,197700
South Delridge,82,2003-01,2003,1,SFH,198700
South Delridge,83,2003-02,2003,2,SFH,200000
South Delridge,84,2003-03,2003,3,SFH,201800
South Delridge,85,2003-04,2003,4,SFH,203700
South Delridge,86,2003-05,2003,5,SFH,204900
South Delridge,87,2003-06,2003,6,SFH,204800
South Delridge,88,2003-07,2003,7,SFH,203800
South Delridge,89,2003-08,2003,8,SFH,203700
South Delridge,90,2003-09,2003,9,SFH,205000
South Delridge,91,2003-10,2003,10,SFH,207000
South Delridge,92,2003-11,2003,11,SFH,209200
South Delridge,93,2003-12,2003,12,SFH,212400
South Delridge,94,2004-01,2004,1,SFH,215800
South Delridge,95,2004-02,2004,2,SFH,218300
South Delridge,96,2004-03,2004,3,SFH,220000
South Delridge,97,2004-04,2004,4,SFH,221700
South Delridge,98,2004-05,2004,5,SFH,222300
South Delridge,99,2004-06,2004,6,SFH,222600
South Delridge,100,2004-07,2004,7,SFH,223900
South Delridge,101,2004-08,2004,8,SFH,226000
South Delridge,102,2004-09,2004,9,SFH,228000
South Delridge,103,2004-10,2004,10,SFH,231000
South Delridge,104,2004-11,2004,11,SFH,234000
South Delridge,105,2004-12,2004,12,SFH,235500
South Delridge,106,2005-01,2005,1,SFH,236400
South Delridge,107,2005-02,2005,2,SFH,237900
South Delridge,108,2005-03,2005,3,SFH,239800
South Delridge,109,2005-04,2005,4,SFH,242900
South Delridge,110,2005-05,2005,5,SFH,247200
South Delridge,111,2005-06,2005,6,SFH,252500
South Delridge,112,2005-07,2005,7,SFH,258600
